Entry	UniProt Link	Entry Name	Organism	Recommended name	Alternative names	Gene Names
A0A0F7TXA8	https://www.uniprot.org/uniprotkb/A0A0F7TXA8	AUSB_PENBI	Penicillium brasilianum	FAD-binding monooxygenase ausB (EC 1.14.13.-)	Austinoid biosynthesis clusters protein B (EC 1.14.13.-)	ausB
A0A0F7TZD6	https://www.uniprot.org/uniprotkb/A0A0F7TZD6	AUSE_PENBI	Penicillium brasilianum	Multifunctional dioxygenase ausE (EC 1.14.11.-)	Austinoid biosynthesis clusters protein E (EC 1.14.11.-)	ausE
A0A0F7TZE0	https://www.uniprot.org/uniprotkb/A0A0F7TZE0	AUSL_PENBI	Penicillium brasilianum	Terpene cyclase ausL (EC 4.2.3.-)	Austinoid biosynthesis clusters protein L (EC 4.2.3.-)	ausL
A0A0F7U0K0	https://www.uniprot.org/uniprotkb/A0A0F7U0K0	PBRB_PENBI	Penicillium brasilianum	Cytochrome P450 monooxygenase pbrB (EC 1.-.-.-)	Aspterric acid biosynthesis cluster protein B (EC 1.-.-.-)	pbrB
A0A0F7U103	https://www.uniprot.org/uniprotkb/A0A0F7U103	AUSA_PENBI	Penicillium brasilianum	Non-reducing polyketide synthase ausA (EC 2.3.1.-)	Austinoid biosynthesis clusters protein A (EC 2.3.1.-)	ausA
A0A0F7U1Z1	https://www.uniprot.org/uniprotkb/A0A0F7U1Z1	AUSX_PENBI	Penicillium brasilianum	Short chain dehydrogenase ausX (EC 1.1.1.-)	Austinoid biosynthesis clusters protein X (EC 1.1.1.-)	ausX
A0A0F7U1Z8	https://www.uniprot.org/uniprotkb/A0A0F7U1Z8	AUSD_PENBI	Penicillium brasilianum	Methyltransferase ausD (EC 2.1.3.-)	Austinoid biosynthesis clusters protein D (EC 2.1.3.-)	ausD
A0A0H5BB10	https://www.uniprot.org/uniprotkb/A0A0H5BB10	CLDB_STRCP	Streptomyces cyslabdanicus	Copalyl diphosphate synthase (EC 5.5.1.12)	Type-B diterpene synthase (EC 5.5.1.12)	cldB
A0A0H5BB17	https://www.uniprot.org/uniprotkb/A0A0H5BB17	RMNB_STRAQ	Streptomyces anulatus (Streptomyces chrysomallus)	Copalyl diphosphate synthase (EC 5.5.1.12)	Type-B diterpene synthase (EC 5.5.1.12)	rmnB
A0A0H5BN57	https://www.uniprot.org/uniprotkb/A0A0H5BN57	CLDD_STRCP	Streptomyces cyslabdanicus	(12E)-labda-8(17),12,14-triene synthase (EC 4.2.3.193)	Type-A diterpene synthase (EC 4.2.3.193)	cldD
A0A0H5BN61	https://www.uniprot.org/uniprotkb/A0A0H5BN61	RMND_STRAQ	Streptomyces anulatus (Streptomyces chrysomallus)	(12E)-labda-8(17),12,14-triene synthase (EC 4.2.3.193)	Type-A diterpene synthase (EC 4.2.3.193)	rmnD
A0A0M3Q1Q3	https://www.uniprot.org/uniprotkb/A0A0M3Q1Q3	GTPS1_THYVU	Thymus vulgaris (Thyme)	Gamma-terpinene synthase 1 (EC 4.2.3.114)	Alpha-terpinene synthase 1 (EC 4.2.3.115); Terpene synthase 1 (EC 4.2.3.115); TvTPS1 (EC 4.2.3.115)	TPS1
A0A0M4KRN2	https://www.uniprot.org/uniprotkb/A0A0M4KRN2	AURD_CALAK	Calcarisporium arbuscula (Dendryphion arbuscula)	Terpene cyclase aurD (EC 5.4.99.-)	Aurovertin biosynthesis cluster protein D (EC 5.4.99.-)	aurD
A0A0M4M0T9	https://www.uniprot.org/uniprotkb/A0A0M4M0T9	TPS28_TRIWF	Tripterygium wilfordii (Thunder God vine)	(-)-kolavenyl diphosphate synthase TPS28, chloroplastic (EC 5.5.1.28)	Terpene synthase 28 (EC 5.5.1.28); TwTPS28 (EC 5.5.1.28)	TPS28
A0A0M5L832	https://www.uniprot.org/uniprotkb/A0A0M5L832	TPS14_TRIWF	Tripterygium wilfordii (Thunder God vine)	(-)-kolavenyl diphosphate synthase TPS14, chloroplastic (EC 5.5.1.28)	Terpene synthase 14 (EC 5.5.1.28); TwTPS14 (EC 5.5.1.28)	TPS14
A0A0M8MV11	https://www.uniprot.org/uniprotkb/A0A0M8MV11	JANB_ESCWE	Escovopsis weberi	Terpene cyclase janB (EC 4.2.3.-)	Shearinine D biosynthesis cluster protein B (EC 4.2.3.-)	janB
A0A0M8MW83	https://www.uniprot.org/uniprotkb/A0A0M8MW83	JANP_ESCWE	Escovopsis weberi	Cytochrome P450 monooxygenase janP (EC 1.-.-.-)	Shearinine D biosynthesis cluster protein P (EC 1.-.-.-)	janP
A0A0M8MZA1	https://www.uniprot.org/uniprotkb/A0A0M8MZA1	JAND_ESCWE	Escovopsis weberi	Aromatic prenyltransferase janD (EC 2.5.1.-)	Shearinine D biosynthesis cluster protein D (EC 2.5.1.-)	janD
A0A0M9VUG7	https://www.uniprot.org/uniprotkb/A0A0M9VUG7	JANQ_ESCWE	Escovopsis weberi	Cytochrome P450 monooxygenase janQ (EC 1.-.-.-)	Shearinine D biosynthesis cluster protein Q (EC 1.-.-.-)	janQ
A0A0M9VUP1	https://www.uniprot.org/uniprotkb/A0A0M9VUP1	JANC_ESCWE	Escovopsis weberi	Prenyltransferase janC (EC 2.5.1.-)	Shearinine D biosynthesis cluster protein C (EC 2.5.1.-)	janC
A0A0N0DCA4	https://www.uniprot.org/uniprotkb/A0A0N0DCA4	DEP1_FUSLA	Fusarium langsethiae	Terpene cyclase DEP1 (EC 5.4.99.-)	Depudecin biosynthesis cluster protein 1 (EC 5.4.99.-)	DEP1
A0A0N0RTK4	https://www.uniprot.org/uniprotkb/A0A0N0RTK4	JANM_ESCWE	Escovopsis weberi	FAD-dependent monooxygenase janM (EC 1.-.-.-)	Shearinine D biosynthesis cluster protein M (EC 1.-.-.-)	janM
A0A0P0ZD79	https://www.uniprot.org/uniprotkb/A0A0P0ZD79	EVVS_EMEVA	Emericella variicolor (Aspergillus stellatus)	Variediene synthase (VS) (EC 4.2.3.218)	VS (EC 4.2.3.219); GGDP synthase (EC 2.5.1.29); GGS (EC 2.5.1.81); GFDP synthase (EC 2.5.1.81)	EvVS
A0A0P0ZEA9	https://www.uniprot.org/uniprotkb/A0A0P0ZEA9	STLP4_EMEVA	Emericella variicolor (Aspergillus stellatus)	Stellatic acid synthase (EC 1.-.-.-)	Cytochrome P450 monooxygenase Stl-P450 (EC 1.-.-.-); Stellatic acid biosynthetis gene clusters protein Stl-P450 (EC 1.-.-.-)	Stl-P450
A0A0P0ZEM1	https://www.uniprot.org/uniprotkb/A0A0P0ZEM1	STLSS_EMEVA	Emericella variicolor (Aspergillus stellatus)	Stellatatriene synthase (SS) (Stellatic acid biosynthetis gene clusters protein Stl-SS) (EC 2.5.1.-)	SS (EC 4.2.3.178); Stellatic acid biosynthetis gene clusters protein Stl-SS (EC 4.2.3.178); GGDP synthase (EC 4.2.3.178); GGS (EC 4.2.3.178)	Stl-SS
A0A0S2IHL6	https://www.uniprot.org/uniprotkb/A0A0S2IHL6	BASM1_KALSE	Kalopanax septemlobus (Castor aralia) (Acanthopanax septemlobus)	Beta-amyrin synthase 1 (KsBAS1) (EC 5.4.99.39)	KsBAS1 (EC 5.4.99.39)	BAS1
A0A0U2D9C5	https://www.uniprot.org/uniprotkb/A0A0U2D9C5	CPS4_SALMI	Salvia miltiorrhiza (Chinese sage)	Ent-8-alpha-hydroxylabd-13-en-15-yl diphosphate synthase CPS4, chloroplastic (EC 4.2.1.173)	Copalyl diphosphate synthase 4 (EC 4.2.1.173)	CPS4
A0A0U2U4F3	https://www.uniprot.org/uniprotkb/A0A0U2U4F3	BAMS1_BARVU	Barbarea vulgaris (Yellow rocket) (Erysimum barbarea)	Beta-amyrin synthase 1 (EC 5.4.99.39)	Protein LUP5 homolog (EC 5.4.99.39)	LUP5
A0A0U3LQ20	https://www.uniprot.org/uniprotkb/A0A0U3LQ20	CPS5_SALMI	Salvia miltiorrhiza (Chinese sage)	Ent-copalyl diphosphate synthase, chloroplastic (SmCPSent) (EC 5.5.1.13)	SmCPSent (EC 5.5.1.13)	CPS5
A0A0U4CDK4	https://www.uniprot.org/uniprotkb/A0A0U4CDK4	KSB_SALMI	Salvia miltiorrhiza (Chinese sage)	Ent-kaur-16-ene synthase, chloroplastic (EC 4.2.3.19)	Ent-kaurene synthase (EC 4.2.3.19); SmKS (EC 4.2.3.19)	KS
A0A0U4ZPJ7	https://www.uniprot.org/uniprotkb/A0A0U4ZPJ7	AUSG_ASPCI	Aspergillus calidoustus	Cytochrome P450 monooxygenase ausG (EC 1.-.-.-)	Austinoid biosynthesis cluster protein G (EC 1.-.-.-)	ausG
A0A0U4ZPL6	https://www.uniprot.org/uniprotkb/A0A0U4ZPL6	AUSB_ASPCI	Aspergillus calidoustus	FAD-binding monooxygenase ausB (EC 1.14.13.-)	Austinoid biosynthesis cluster protein B (EC 1.14.13.-)	ausB
A0A0U4ZX08	https://www.uniprot.org/uniprotkb/A0A0U4ZX08	DRTA_ASPCI	Aspergillus calidoustus	Low-reducing polyketide synthase drtA (EC 2.3.1.-)	Drimane-type sesquiterpene ester biosynthesis cluster protein A (EC 2.3.1.-)	drtA
A0A0U5CJM3	https://www.uniprot.org/uniprotkb/A0A0U5CJM3	AUSI_ASPCI	Aspergillus calidoustus	Cytochrome P450 monooxygenase ausI (EC 1.-.-.-)	Austinoid biosynthesis cluster protein I (EC 1.-.-.-)	ausI
A0A0U5CJT8	https://www.uniprot.org/uniprotkb/A0A0U5CJT8	AUSR_ASPCI	Aspergillus calidoustus	Cytochrome P450 monooxygenase ausR (EC 1.-.-.-)	Austinoid biosynthesis cluster protein R (EC 1.-.-.-)	ausR
A0A0U5CJU2	https://www.uniprot.org/uniprotkb/A0A0U5CJU2	AUSS_ASPCI	Aspergillus calidoustus	Austinoid biosynthesis cluster protein S		ausS
A0A0U5CJU6	https://www.uniprot.org/uniprotkb/A0A0U5CJU6	AUSM_ASPCI	Aspergillus calidoustus	FAD-dependent monooxygenase ausM (EC 1.-.-.-)	Austinoid biosynthesis cluster protein M (EC 1.-.-.-)	ausM
A0A0U5CJV1	https://www.uniprot.org/uniprotkb/A0A0U5CJV1	AUSN_ASPCI	Aspergillus calidoustus	Polyprenyl transferase ausN (EC 2.5.1.-)	Austinoid biosynthesis cluster protein N (EC 2.5.1.-)	ausN
A0A0U5CNN8	https://www.uniprot.org/uniprotkb/A0A0U5CNN8	DRTE_ASPCI	Aspergillus calidoustus	Acyltransferase drtE (EC 2.3.-.-)	Drimane-type sesquiterpene ester biosynthesis cluster protein E (EC 2.3.-.-); Polyketide transferase drtE (EC 2.3.-.-)	drtE
A0A0U5CNP2	https://www.uniprot.org/uniprotkb/A0A0U5CNP2	DRTF_ASPCI	Aspergillus calidoustus	Short-chain dehydrogenase/reductase drtF (EC 1.1.1.-)	Drimane-type sesquiterpene ester biosynthesis cluster protein F (EC 1.1.1.-)	drtF
A0A0U5G0B1	https://www.uniprot.org/uniprotkb/A0A0U5G0B1	OBLA_ASPCI	Aspergillus calidoustus	Ophiobolin F synthase (OS) (Aspergilol biosynthesis cluster protein AuAS) (EC 4.2.3.145)	OS (EC 2.5.1.29); Aspergilol biosynthesis cluster protein AuAS (EC 2.5.1.81); GGDP synthase (EC 2.5.1.81); GGS (EC 2.5.1.81); GFDP synthase (EC 2.5.1.81)	AcldOS
A0A0U5GFQ6	https://www.uniprot.org/uniprotkb/A0A0U5GFQ6	AUSD_ASPCI	Aspergillus calidoustus	Methyltransferase ausD (EC 2.1.3.-)	Austinoid biosynthesis cluster protein D (EC 2.1.3.-)	ausD
A0A0U5GFR4	https://www.uniprot.org/uniprotkb/A0A0U5GFR4	AUSO_ASPCI	Aspergillus calidoustus	Iron/alpha-ketoglutarate-dependent dioxygenase ausO (EC 1.14.-.-)	Austinoid biosynthesis cluster protein O (EC 1.14.-.-)	ausO
A0A0U5GFS8	https://www.uniprot.org/uniprotkb/A0A0U5GFS8	AUSA_ASPCI	Aspergillus calidoustus	Non-reducing polyketide synthase ausA (EC 2.3.1.-)	Austinoid biosynthesis cluster protein A (EC 2.3.1.-)	ausA
A0A0U5GGX2	https://www.uniprot.org/uniprotkb/A0A0U5GGX2	AUST_ASPCI	Aspergillus calidoustus	Short chain dehydrogenase ausT (EC 1.1.1.-)	Austinoid biosynthesis cluster protein T (EC 1.1.1.-)	ausT
A0A0U5GHC1	https://www.uniprot.org/uniprotkb/A0A0U5GHC1	AUSH_ASPCI	Aspergillus calidoustus	Austinoid biosynthesis cluster protein H		ausH
A0A0U5GHD4	https://www.uniprot.org/uniprotkb/A0A0U5GHD4	AUSX_ASPCI	Aspergillus calidoustus	Short chain dehydrogenase ausX (EC 1.1.1.-)	Austinoid biosynthesis cluster protein X (EC 1.1.1.-)	ausX
A0A0U5GHG9	https://www.uniprot.org/uniprotkb/A0A0U5GHG9	AUSE_ASPCI	Aspergillus calidoustus	Multifunctional dioxygenase ausE (EC 1.14.11.-)	Austinoid biosynthesis cluster protein E (EC 1.14.11.-)	ausE
A0A0U5GHH9	https://www.uniprot.org/uniprotkb/A0A0U5GHH9	AUSW_ASPCI	Aspergillus calidoustus	Austinoid biosynthesis cluster protein W		ausW
A0A0U5GHU6	https://www.uniprot.org/uniprotkb/A0A0U5GHU6	AUSK_ASPCI	Aspergillus calidoustus	Aldo-keto reductase ausK (EC 1.1.1.-)	Austinoid biosynthesis cluster protein K (EC 1.1.1.-)	ausK
A0A0U5GIM7	https://www.uniprot.org/uniprotkb/A0A0U5GIM7	AUSP_ASPCI	Aspergillus calidoustus	O-acyltransferase ausP (EC 2.3.1.-)	Austinoid biosynthesis cluster protein P (EC 2.3.1.-)	ausP
A0A0U5GIU9	https://www.uniprot.org/uniprotkb/A0A0U5GIU9	AUSL_ASPCI	Aspergillus calidoustus	Terpene cyclase ausL (EC 4.2.3.-)	Austinoid biosynthesis cluster protein L (EC 4.2.3.-)	ausL
A0A0U5GJ41	https://www.uniprot.org/uniprotkb/A0A0U5GJ41	AUSU_ASPCI	Aspergillus calidoustus	Iron/alpha-ketoglutarate-dependent dioxygenase ausU (EC 1.14.-.-)	Austinoid biosynthesis cluster protein U (EC 1.14.-.-)	ausU
A0A0U5GJY1	https://www.uniprot.org/uniprotkb/A0A0U5GJY1	AUSQ_ASPCI	Aspergillus calidoustus	O-acyltransferase ausQ (EC 2.3.1.-)	Austinoid biosynthesis cluster protein Q (EC 2.3.1.-)	ausQ
A0A0U5GK88	https://www.uniprot.org/uniprotkb/A0A0U5GK88	AUSV_ASPCI	Aspergillus calidoustus	Highly reducing polyketide synthase ausV (EC 2.3.1.-)	Austinoid biosynthesis cluster protein V (EC 2.3.1.-)	ausV
A0A0U5GMR5	https://www.uniprot.org/uniprotkb/A0A0U5GMR5	AUSJ_ASPCI	Aspergillus calidoustus	Austinoid biosynthesis cluster protein J		ausJ
A0A0U5GNT1	https://www.uniprot.org/uniprotkb/A0A0U5GNT1	DRTB_ASPCI	Aspergillus calidoustus	Drimenol cyclase drtB (EC 4.2.3.194)	Drimane-type sesquiterpene ester biosynthesis cluster protein B (EC 4.2.3.194); Drimenol synthase (EC 4.2.3.194)	drtB
A0A0U5GQ05	https://www.uniprot.org/uniprotkb/A0A0U5GQ05	DRTC_ASPCI	Aspergillus calidoustus	FAD-dependent monooxygenase drtC (EC 1.-.-.-)	Drimane-type sesquiterpene ester biosynthesis cluster protein C (EC 1.-.-.-)	drtC
A0A0U5GRB4	https://www.uniprot.org/uniprotkb/A0A0U5GRB4	DRTD_ASPCI	Aspergillus calidoustus	Cytochrome P450 monooxygenase drtD (EC 1.-.-.-)	Drimane-type sesquiterpene ester biosynthesis cluster protein D (EC 1.-.-.-)	drtD
A0A0U5HAP0	https://www.uniprot.org/uniprotkb/A0A0U5HAP0	AUSF_ASPCI	Aspergillus calidoustus	Austinoid biosynthesis cluster protein F		ausF
A0A0U5HAQ4	https://www.uniprot.org/uniprotkb/A0A0U5HAQ4	AUSC_ASPCI	Aspergillus calidoustus	FAD-binding monooxygenase ausC (EC 1.14.13.-)	Austinoid biosynthesis cluster protein C (EC 1.14.13.-)	ausC
A0A125SXN1	https://www.uniprot.org/uniprotkb/A0A125SXN1	LCC_LYCCL	Lycopodium clavatum (Stag's-horn clubmoss)	Pre-alpha-onocerin synthase LCC (EC 5.4.99.65)		LCC
A0A125SXN2	https://www.uniprot.org/uniprotkb/A0A125SXN2	LCD_LYCCL	Lycopodium clavatum (Stag's-horn clubmoss)	Alpha-onocerin synthase LCD (EC 5.4.99.66)		LCD
A0A125SXN3	https://www.uniprot.org/uniprotkb/A0A125SXN3	LCA_LYCCL	Lycopodium clavatum (Stag's-horn clubmoss)	Cycloartenol synthase LCA (EC 5.4.99.8)		LCA
A0A140JWS2	https://www.uniprot.org/uniprotkb/A0A140JWS2	PTMG_PENOH	Penicillium ochrochloron	Geranylgeranyl pyrophosphate synthase penG (GGPP synthase) (GGPPSase) (EC 2.5.1.-)	GGPP synthase (EC 2.5.1.1); GGPPSase (EC 2.5.1.29); (2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10); Dimethylallyltranstransferase (EC 2.5.1.10); Farnesyl diphosphate synthase (EC 2.5.1.10); Farnesyltranstransferase (EC 2.5.1.10); Geranylgeranyl diphosphate synthase (EC 2.5.1.10); Geranyltranstransferase (EC 2.5.1.10); Penitrem biosynthesis cluster 1 protein G (EC 2.5.1.10)	ptmG
A0A140JWS4	https://www.uniprot.org/uniprotkb/A0A140JWS4	PTMV_PENOH	Penicillium ochrochloron	O-acetyltransferase ptmV (EC 2.3.1.-)	Penitrem biosynthesis cluster 1 protein V (EC 2.3.1.-)	ptmV
A0A140JWS5	https://www.uniprot.org/uniprotkb/A0A140JWS5	PTMH_PENOH	Penicillium ochrochloron	Short-chain dehydrogenase ptmH (EC 1.1.1.-)	Penitrem biosynthesis cluster 1 protein H (EC 1.1.1.-)	ptmH
A0A140JWS6	https://www.uniprot.org/uniprotkb/A0A140JWS6	PTMI_PENOH	Penicillium ochrochloron	Penitrem biosynthesis cluster 1 protein I		ptmI
A0A140JWS7	https://www.uniprot.org/uniprotkb/A0A140JWS7	PTMN_PENOH	Penicillium ochrochloron	Monooxygenase ptmN (EC 1.-.-.-)	Penitrem biosynthesis cluster 1 protein N (EC 1.-.-.-)	ptmN
A0A140JWS8	https://www.uniprot.org/uniprotkb/A0A140JWS8	PTMD_PENOH	Penicillium ochrochloron	Indole diterpene prenyltransferase ptmD (EC 2.5.1.-)	Penitrem biosynthesis cluster 1 protein D (EC 2.5.1.-)	ptmD
A0A140JWS9	https://www.uniprot.org/uniprotkb/A0A140JWS9	PTMA_PENOH	Penicillium ochrochloron	Terpene cyclase ptmA (EC 5.4.99.-)	Penitrem biosynthesis cluster 1 protein A (EC 5.4.99.-)	ptmA
A0A140JWT0	https://www.uniprot.org/uniprotkb/A0A140JWT0	PTMQ_PENOH	Penicillium ochrochloron	Cytochrome P450 monooxygenase ptmQ (EC 1.-.-.-)	Penitrem biosynthesis cluster 1 protein Q (EC 1.-.-.-)	ptmQ
A0A140JWT1	https://www.uniprot.org/uniprotkb/A0A140JWT1	PTMM_PENOH	Penicillium ochrochloron	FAD-dependent monooxygenase ptmM (EC 1.-.-.-)	Penitrem biosynthesis cluster 1 protein M (EC 1.-.-.-)	ptmM
A0A140JWT2	https://www.uniprot.org/uniprotkb/A0A140JWT2	PTMB_PENOH	Penicillium ochrochloron	Terpene cyclase ptmB (EC 4.2.3.-)	Penitrem biosynthesis cluster 1 protein B (EC 4.2.3.-)	ptmB
A0A140JWT3	https://www.uniprot.org/uniprotkb/A0A140JWT3	PTMC_PENOH	Penicillium ochrochloron	Prenyl transferase ptmC (EC 2.5.1.-)	Penitrem biosynthesis cluster 1 protein C (EC 2.5.1.-)	ptmC
A0A140JWT4	https://www.uniprot.org/uniprotkb/A0A140JWT4	PTMP_PENOH	Penicillium ochrochloron	Cytochrome P450 monooxygenase ptmP (EC 1.-.-.-)	Penitrem biosynthesis cluster 1 protein P (EC 1.-.-.-)	ptmP
A0A140JWT5	https://www.uniprot.org/uniprotkb/A0A140JWT5	PTMS_PENOH	Penicillium ochrochloron	NmrA-like family domain-containing oxidoreductase ptmS (EC 1.-.-.-)	Penitrem biosynthesis cluster 1 protein S (EC 1.-.-.-)	ptmS
A0A140JWT6	https://www.uniprot.org/uniprotkb/A0A140JWT6	PTMU_PENOH	Penicillium ochrochloron	Cytochrome P450 monooxygenase ptmU (EC 1.-.-.-)	Penitrem biosynthesis cluster 1 protein U (EC 1.-.-.-)	ptmU
A0A140JWT7	https://www.uniprot.org/uniprotkb/A0A140JWT7	PTMO_PENOH	Penicillium ochrochloron	FAD-linked oxidoreductase ptmO (EC 1.1.1.-)	Penitrem biosynthesis cluster 2 protein O (EC 1.1.1.-)	ptmO
A0A140JWT8	https://www.uniprot.org/uniprotkb/A0A140JWT8	PTMJ_PENOH	Penicillium ochrochloron	Cytochrome P450 monooxygenase ptmJ (EC 1.-.-.-)	Penitrem biosynthesis cluster 2 protein J (EC 1.-.-.-)	ptmJ
A0A140JWT9	https://www.uniprot.org/uniprotkb/A0A140JWT9	PTMK_PENOH	Penicillium ochrochloron	Cytochrome P450 monooxygenase ptmK (EC 1.-.-.-)	Penitrem biosynthesis cluster 2 protein K (EC 1.-.-.-)	ptmK
A0A140JWU0	https://www.uniprot.org/uniprotkb/A0A140JWU0	PTME_PENOH	Penicillium ochrochloron	Aromatic prenyl transferase ptmE (EC 2.5.1.-)	Penitrem biosynthesis cluster 2 protein E (EC 2.5.1.-)	ptmE
A0A140JWU1	https://www.uniprot.org/uniprotkb/A0A140JWU1	PTML_PENOH	Penicillium ochrochloron	Cytochrome P450 monooxygenase ptmG (EC 1.-.-.-)	Penitrem biosynthesis cluster 2 protein L (EC 1.-.-.-)	ptmL
A0A140KFG9	https://www.uniprot.org/uniprotkb/A0A140KFG9	TPS1_CAMBE	Camellia brevistyla	Hedycaryol synthase (EC 4.2.3.174)	(2E,6E)-hedycaryol synthase (EC 4.2.3.174); Terpene synthase 1 (EC 4.2.3.174); CbTps1 (EC 4.2.3.174)	TPS1
A0A142BX70	https://www.uniprot.org/uniprotkb/A0A142BX70	TPS1_XANST	Xanthium strumarium (Rough cocklebur)	Sesquiterpene synthase TPS1 (Beta-caryophyllene synthase) (EC 4.2.3.57)	Beta-caryophyllene synthase (EC 4.2.3.127); Beta-copaene synthase (EC 4.2.3.-); Germacrene D synthase (EC 4.2.3.-); Terpene synthase 1 (EC 4.2.3.-); XsTPS1 (EC 4.2.3.-)	TPS1
A0A142BX74	https://www.uniprot.org/uniprotkb/A0A142BX74	TPS2_XANST	Xanthium strumarium (Rough cocklebur)	Sesquiterpene synthase TPS2 (Guaia-4,6-diene synthase) (EC 4.2.3.179)	Guaia-4,6-diene synthase (EC 4.2.3.179); Terpene synthase 2 (EC 4.2.3.179); XsTPS2 (EC 4.2.3.179)	TPS2
A0A151ZEA6	https://www.uniprot.org/uniprotkb/A0A151ZEA6	TPS1_TIELA	Tieghemostelium lacteum (Slime mold) (Dictyostelium lacteum)	Terpene synthase 1 (EC 4.2.3.160)		TPS1
A0A159AKG3	https://www.uniprot.org/uniprotkb/A0A159AKG3	CP182_THYVU	Thymus vulgaris (Thyme)	Cytochrome P450 71D182 (Gamma-terpinene hydroxylase) (Thymol synthase) (EC 1.14.14.-)	Gamma-terpinene hydroxylase (EC 1.14.14.-); Thymol synthase (EC 1.14.14.-)	CYP71D182
A0A167V661	https://www.uniprot.org/uniprotkb/A0A167V661	TPS8_CAMSI	Camellia sinensis (Tea plant) (Thea sinensis)	Valerianol synthase TPS8 (EC 4.2.3.204)	Terpene synthase 8 (EC 4.2.3.204); CsiTPS8 (EC 4.2.3.204)	TPS8
A0A169T193	https://www.uniprot.org/uniprotkb/A0A169T193	EVAS_EMEVA	Emericella variicolor (Aspergillus stellatus)	Astellifadiene synthase (SS) (EC 4.2.3.-)	SS (EC 2.5.1.29); GGDP synthase (EC 2.5.1.81); GGS (EC 2.5.1.81); GFDP synthase (EC 2.5.1.81)	EvAS
A0A178U9Y5	https://www.uniprot.org/uniprotkb/A0A178U9Y5	TP20L_ARATH	Arabidopsis thaliana (Mouse-ear cress)	Bifunctional dolabella-3,7-dien-18-ol synthase/dolathalia-3,7,11-triene synthase TPS20, chloroplastic (EC 4.2.3.167)	Terpenoid synthase 20 (EC 4.2.3.168); AtTPS20 (EC 4.2.3.168)	TPS20
A0A1B4XBG5	https://www.uniprot.org/uniprotkb/A0A1B4XBG5	SDNA_SORAA	Sordaria araneosa (Pleurage araneosa)	Cycloaraneosene synthase sdnA (EC 4.2.3.191)	Diterpene cyclase sdnA (EC 4.2.3.191); Sordarin/hypoxysordarin biosynthesis cluster protein A (EC 4.2.3.191)	sdnA
A0A1B7YCC9	https://www.uniprot.org/uniprotkb/A0A1B7YCC9	DPCHA_COLHI	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	Non-reducing polyketide synthase dpchA (EC 2.3.1.-)	Diterpenoid pyrone biosynthesis cluster protein A (EC 2.3.1.-)	dpchA
A0A1B7YCK2	https://www.uniprot.org/uniprotkb/A0A1B7YCK2	DPCHC_COLHI	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	Polyprenyl transferase dpchC (EC 2.5.1.-)	Diterpenoid pyrone biosynthesis cluster protein C (EC 2.5.1.-)	dpchC
A0A1B7YCL6	https://www.uniprot.org/uniprotkb/A0A1B7YCL6	DPCHH_COLHI	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	Short chain dehydrogenase/reductase dpchH (EC 1.1.1.-)	Diterpenoid pyrone biosynthesis cluster protein H (EC 1.1.1.-)	dpchH
A0A1B7YCX1	https://www.uniprot.org/uniprotkb/A0A1B7YCX1	DPCHB_COLHI	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	Terpene cyclase dpchB (EC 4.2.3.-)	Diterpenoid pyrone biosynthesis cluster protein B (EC 4.2.3.-)	dpchB
A0A1C7AAN2	https://www.uniprot.org/uniprotkb/A0A1C7AAN2	TPS10_TRIWF	Tripterygium wilfordii (Thunder God vine)	(-)-kolavenyl diphosphate synthase TPS10, chloroplastic (EC 5.5.1.28)	Terpene synthase 10 (EC 5.5.1.28); TwTPS10 (EC 5.5.1.28)	TPS10
A0A1C9J6A7	https://www.uniprot.org/uniprotkb/A0A1C9J6A7	RLC1_CITSI	Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	(R)-limonene synthase 1, chloroplastic (EC 4.2.3.20)	(+)-limonene synthase 1 (EC 4.2.3.20)	
A0A1D6EFT8	https://www.uniprot.org/uniprotkb/A0A1D6EFT8	EDSB_MAIZE	Zea mays (Maize)	Eudesmanediol synthase (ZmEDS) (EC 4.2.3.197)	ZmEDS (EC 4.2.3.197); Terpene synthase 17 (EC 4.2.3.197); Terpene synthase 7 (EC 4.2.3.197)	EDS
A0A1D6F9Y9	https://www.uniprot.org/uniprotkb/A0A1D6F9Y9	C92C6_MAIZE	Zea mays (Maize)	Trimethyltridecatetraene synthase (EC 1.14.14.58)	Cytochrome P-450 20 (EC 1.14.14.58); Cytochrome P450 92C6 (EC 1.14.14.58)	CYP92C6
A0A1D6GQ67	https://www.uniprot.org/uniprotkb/A0A1D6GQ67	C71Z6_MAIZE	Zea mays (Maize)	Dolabradiene monooxygenase (EC 1.14.14.159)	Cytochrome P450 71Z16 (EC 1.14.14.159); ZmCYP71Z16 (EC 1.14.14.159)	CYP71Z16
