Entry	PMID_1	DOI_1	Title_1	Authors_1	Journal_1	Volume_1	Pages_1	Year_1	Type_1	Positions_1	URL_1	PMID_2	DOI_2	Title_2	Authors_2	Journal_2	Volume_2	Pages_2	Year_2	Type_2	Positions_2	URL_2	PMID_3	DOI_3	Title_3	Authors_3	Journal_3	Volume_3	Pages_3	Year_3	Type_3	Positions_3	URL_3	PMID_4	DOI_4	Title_4	Authors_4	Journal_4	Volume_4	Pages_4	Year_4	Type_4	Positions_4	URL_4	PMID_5	DOI_5	Title_5	Authors_5	Journal_5	Volume_5	Pages_5	Year_5	Type_5	Positions_5	URL_5	PMID_6	DOI_6	Title_6	Authors_6	Journal_6	Volume_6	Pages_6	Year_6	Type_6	Positions_6	URL_6	PMID_7	DOI_7	Title_7	Authors_7	Journal_7	Volume_7	Pages_7	Year_7	Type_7	Positions_7	URL_7	PMID_8	DOI_8	Title_8	Authors_8	Journal_8	Volume_8	Pages_8	Year_8	Type_8	Positions_8	URL_8	PMID_9	DOI_9	Title_9	Authors_9	Journal_9	Volume_9	Pages_9	Year_9	Type_9	Positions_9	URL_9	PMID_10	DOI_10	Title_10	Authors_10	Journal_10	Volume_10	Pages_10	Year_10	Type_10	Positions_10	URL_10	PMID_11	DOI_11	Title_11	Authors_11	Journal_11	Volume_11	Pages_11	Year_11	Type_11	Positions_11	URL_11	PMID_12	DOI_12	Title_12	Authors_12	Journal_12	Volume_12	Pages_12	Year_12	Type_12	Positions_12	URL_12	PMID_13	DOI_13	Title_13	Authors_13	Journal_13	Volume_13	Pages_13	Year_13	Type_13	Positions_13	URL_13	PMID_14	DOI_14	Title_14	Authors_14	Journal_14	Volume_14	Pages_14	Year_14	Type_14	Positions_14	URL_14	PMID_15	DOI_15	Title_15	Authors_15	Journal_15	Volume_15	Pages_15	Year_15	Type_15	Positions_15	URL_15	PMID_16	DOI_16	Title_16	Authors_16	Journal_16	Volume_16	Pages_16	Year_16	Type_16	Positions_16	URL_16	PMID_17	DOI_17	Title_17	Authors_17	Journal_17	Volume_17	Pages_17	Year_17	Type_17	Positions_17	URL_17	PMID_18	DOI_18	Title_18	Authors_18	Journal_18	Volume_18	Pages_18	Year_18	Type_18	Positions_18	URL_18	PMID_19	DOI_19	Title_19	Authors_19	Journal_19	Volume_19	Pages_19	Year_19	Type_19	Positions_19	URL_19	PMID_20	DOI_20	Title_20	Authors_20	Journal_20	Volume_20	Pages_20	Year_20	Type_20	Positions_20	URL_20	PMID_21	DOI_21	Title_21	Authors_21	Journal_21	Volume_21	Pages_21	Year_21	Type_21	Positions_21	URL_21	PMID_22	DOI_22	Title_22	Authors_22	Journal_22	Volume_22	Pages_22	Year_22	Type_22	Positions_22	URL_22	PMID_23	DOI_23	Title_23	Authors_23	Journal_23	Volume_23	Pages_23	Year_23	Type_23	Positions_23	URL_23	PMID_24	DOI_24	Title_24	Authors_24	Journal_24	Volume_24	Pages_24	Year_24	Type_24	Positions_24	URL_24	PMID_25	DOI_25	Title_25	Authors_25	Journal_25	Volume_25	Pages_25	Year_25	Type_25	Positions_25	URL_25	PMID_26	DOI_26	Title_26	Authors_26	Journal_26	Volume_26	Pages_26	Year_26	Type_26	Positions_26	URL_26	PMID_27	DOI_27	Title_27	Authors_27	Journal_27	Volume_27	Pages_27	Year_27	Type_27	Positions_27	URL_27	PMID_28	DOI_28	Title_28	Authors_28	Journal_28	Volume_28	Pages_28	Year_28	Type_28	Positions_28	URL_28	PMID_29	DOI_29	Title_29	Authors_29	Journal_29	Volume_29	Pages_29	Year_29	Type_29	Positions_29	URL_29	PMID_30	DOI_30	Title_30	Authors_30	Journal_30	Volume_30	Pages_30	Year_30	Type_30	Positions_30	URL_30	PMID_31	DOI_31	Title_31	Authors_31	Journal_31	Volume_31	Pages_31	Year_31	Type_31	Positions_31	URL_31	PMID_32	DOI_32	Title_32	Authors_32	Journal_32	Volume_32	Pages_32	Year_32	Type_32	Positions_32	URL_32	PMID_33	DOI_33	Title_33	Authors_33	Journal_33	Volume_33	Pages_33	Year_33	Type_33	Positions_33	URL_33	PMID_34	DOI_34	Title_34	Authors_34	Journal_34	Volume_34	Pages_34	Year_34	Type_34	Positions_34	URL_34	PMID_35	DOI_35	Title_35	Authors_35	Journal_35	Volume_35	Pages_35	Year_35	Type_35	Positions_35	URL_35	PMID_36	DOI_36	Title_36	Authors_36	Journal_36	Volume_36	Pages_36	Year_36	Type_36	Positions_36	URL_36
A0A084R1N2	25015739	10.1186/1471-2164-15-590	Comparative genome sequencing reveals chemotype-specific gene clusters in the toxigenic black mold Stachybotrys.	Semeiks J.; Borek D.; Otwinowski Z.; Grishin N.V.	BMC Genomics	15	590-590	2014	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]; IDENTIFICATION; FUNCTION	https://pubmed.ncbi.nlm.nih.gov/25015739/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A084R1N8	25015739	10.1186/1471-2164-15-590	Comparative genome sequencing reveals chemotype-specific gene clusters in the toxigenic black mold Stachybotrys.	Semeiks J.; Borek D.; Otwinowski Z.; Grishin N.V.	BMC Genomics	15	590-590	2014	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]; IDENTIFICATION; FUNCTION	https://pubmed.ncbi.nlm.nih.gov/25015739/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A097ZPC9	25216349	10.1021/ja508127q	Complete biosynthetic pathway of anditomin: nature's sophisticated synthetic route to a complex fungal meroterpenoid.	Matsuda Y.; Wakimoto T.; Mori T.; Awakawa T.; Abe I.	J. Am. Chem. Soc.	136	15326-15336	2014	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; DISRUPTION PHENOTYPE	https://pubmed.ncbi.nlm.nih.gov/25216349/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A097ZPD4	25216349	10.1021/ja508127q	Complete biosynthetic pathway of anditomin: nature's sophisticated synthetic route to a complex fungal meroterpenoid.	Matsuda Y.; Wakimoto T.; Mori T.; Awakawa T.; Abe I.	J. Am. Chem. Soc.	136	15326-15336	2014	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; DISRUPTION PHENOTYPE	https://pubmed.ncbi.nlm.nih.gov/25216349/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A097ZPD5	25216349	10.1021/ja508127q	Complete biosynthetic pathway of anditomin: nature's sophisticated synthetic route to a complex fungal meroterpenoid.	Matsuda Y.; Wakimoto T.; Mori T.; Awakawa T.; Abe I.	J. Am. Chem. Soc.	136	15326-15336	2014	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; DISRUPTION PHENOTYPE; CATALYTIC ACTIVITY; COFACTOR	https://pubmed.ncbi.nlm.nih.gov/25216349/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A097ZPD8	25216349	10.1021/ja508127q	Complete biosynthetic pathway of anditomin: nature's sophisticated synthetic route to a complex fungal meroterpenoid.	Matsuda Y.; Wakimoto T.; Mori T.; Awakawa T.; Abe I.	J. Am. Chem. Soc.	136	15326-15336	2014	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY	https://pubmed.ncbi.nlm.nih.gov/25216349/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A097ZPD9	25216349	10.1021/ja508127q	Complete biosynthetic pathway of anditomin: nature's sophisticated synthetic route to a complex fungal meroterpenoid.	Matsuda Y.; Wakimoto T.; Mori T.; Awakawa T.; Abe I.	J. Am. Chem. Soc.	136	15326-15336	2014	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; DISRUPTION PHENOTYPE; CATALYTIC ACTIVITY; COFACTOR	https://pubmed.ncbi.nlm.nih.gov/25216349/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A097ZPE0	25216349	10.1021/ja508127q	Complete biosynthetic pathway of anditomin: nature's sophisticated synthetic route to a complex fungal meroterpenoid.	Matsuda Y.; Wakimoto T.; Mori T.; Awakawa T.; Abe I.	J. Am. Chem. Soc.	136	15326-15336	2014	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY	https://pubmed.ncbi.nlm.nih.gov/25216349/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A097ZPE2	25216349	10.1021/ja508127q	Complete biosynthetic pathway of anditomin: nature's sophisticated synthetic route to a complex fungal meroterpenoid.	Matsuda Y.; Wakimoto T.; Mori T.; Awakawa T.; Abe I.	J. Am. Chem. Soc.	136	15326-15336	2014	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY	https://pubmed.ncbi.nlm.nih.gov/25216349/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A097ZPE3	25216349	10.1021/ja508127q	Complete biosynthetic pathway of anditomin: nature's sophisticated synthetic route to a complex fungal meroterpenoid.	Matsuda Y.; Wakimoto T.; Mori T.; Awakawa T.; Abe I.	J. Am. Chem. Soc.	136	15326-15336	2014	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY	https://pubmed.ncbi.nlm.nih.gov/25216349/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A097ZPE4	25216349	10.1021/ja508127q	Complete biosynthetic pathway of anditomin: nature's sophisticated synthetic route to a complex fungal meroterpenoid.	Matsuda Y.; Wakimoto T.; Mori T.; Awakawa T.; Abe I.	J. Am. Chem. Soc.	136	15326-15336	2014	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY	https://pubmed.ncbi.nlm.nih.gov/25216349/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A097ZPE6	25216349	10.1021/ja508127q	Complete biosynthetic pathway of anditomin: nature's sophisticated synthetic route to a complex fungal meroterpenoid.	Matsuda Y.; Wakimoto T.; Mori T.; Awakawa T.; Abe I.	J. Am. Chem. Soc.	136	15326-15336	2014	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION	https://pubmed.ncbi.nlm.nih.gov/25216349/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A097ZPE8	25216349	10.1021/ja508127q	Complete biosynthetic pathway of anditomin: nature's sophisticated synthetic route to a complex fungal meroterpenoid.	Matsuda Y.; Wakimoto T.; Mori T.; Awakawa T.; Abe I.	J. Am. Chem. Soc.	136	15326-15336	2014	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; DISRUPTION PHENOTYPE	https://pubmed.ncbi.nlm.nih.gov/25216349/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A097ZPF7	25216349	10.1021/ja508127q	Complete biosynthetic pathway of anditomin: nature's sophisticated synthetic route to a complex fungal meroterpenoid.	Matsuda Y.; Wakimoto T.; Mori T.; Awakawa T.; Abe I.	J. Am. Chem. Soc.	136	15326-15336	2014	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY	https://pubmed.ncbi.nlm.nih.gov/25216349/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A097ZPG2	25216349	10.1021/ja508127q	Complete biosynthetic pathway of anditomin: nature's sophisticated synthetic route to a complex fungal meroterpenoid.	Matsuda Y.; Wakimoto T.; Mori T.; Awakawa T.; Abe I.	J. Am. Chem. Soc.	136	15326-15336	2014	journal article	NUCLEOTIDE SEQUENCE [GENOMIC DNA]; FUNCTION; CATALYTIC ACTIVITY; DISRUPTION PHENOTYPE	https://pubmed.ncbi.nlm.nih.gov/25216349/																																																																																																																																																																																																																																																																																																																																																																																																	
A0A098D1J7	17823352	10.1126/science.1143708	The Fusarium graminearum genome reveals a link between localized polymorphism and pathogen specialization.	Cuomo C.A.; Gueldener U.; Xu J.-R.; Trail F.; Turgeon B.G.; Di Pietro A.; Walton J.D.; Ma L.-J.; Baker S.E.; Rep M.; Adam G.; Antoniw J.; Baldwin T.; Calvo S.E.; Chang Y.-L.; DeCaprio D.; Gale L.R.; Gnerre S.; Goswami R.S.; Hammond-Kosack K.; Harris L.J.; Hilburn K.; Kennell J.C.; Kroken S.; Magnuson J.K.; Mannhaupt G.; Mauceli E.W.; Mewes H.-W.; Mitterbauer R.; Muehlbauer G.; Muensterkoetter M.; Nelson D.; O'Donnell K.; Ouellet T.; Qi W.; Quesneville H.; Roncero M.I.G.; Seong K.-Y.; Tetko I.V.; Urban M.; Waalwijk C.; Ward T.J.; Yao J.; Birren B.W.; Kistler H.C.	Science	317	1400-1402	2007	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/17823352/	20237561	10.1038/nature08850	Comparative genomics reveals mobile pathogenicity chromosomes in Fusarium.	Ma L.-J.; van der Does H.C.; Borkovich K.A.; Coleman J.J.; Daboussi M.-J.; Di Pietro A.; Dufresne M.; Freitag M.; Grabherr M.; Henrissat B.; Houterman P.M.; Kang S.; Shim W.-B.; Woloshuk C.; Xie X.; Xu J.-R.; Antoniw J.; Baker S.E.; Bluhm B.H.; Breakspear A.; Brown D.W.; Butchko R.A.E.; Chapman S.; Coulson R.; Coutinho P.M.; Danchin E.G.J.; Diener A.; Gale L.R.; Gardiner D.M.; Goff S.; Hammond-Kosack K.E.; Hilburn K.; Hua-Van A.; Jonkers W.; Kazan K.; Kodira C.D.; Koehrsen M.; Kumar L.; Lee Y.-H.; Li L.; Manners J.M.; Miranda-Saavedra D.; Mukherjee M.; Park G.; Park J.; Park S.-Y.; Proctor R.H.; Regev A.; Ruiz-Roldan M.C.; Sain D.; Sakthikumar S.; Sykes S.; Schwartz D.C.; Turgeon B.G.; Wapinski I.; Yoder O.; Young S.; Zeng Q.; Zhou S.; Galagan J.; Cuomo C.A.; Kistler H.C.; Rep M.	Nature	464	367-373	2010	journal article	GENOME REANNOTATION	https://pubmed.ncbi.nlm.nih.gov/20237561/	26198851	10.1186/s12864-015-1756-1	The completed genome sequence of the pathogenic ascomycete fungus Fusarium graminearum.	King R.; Urban M.; Hammond-Kosack M.C.U.; Hassani-Pak K.; Hammond-Kosack K.E.	BMC Genomics	16	544-544	2015	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/26198851/	19880637	10.1128/aem.02017-09	CLM1 of Fusarium graminearum encodes a longiborneol synthase required for culmorin production.	McCormick S.P.; Alexander N.J.; Harris L.J.	Appl. Environ. Microbiol.	76	136-141	2010	journal article	FUNCTION	https://pubmed.ncbi.nlm.nih.gov/19880637/	26673640	10.1021/acs.jnatprod.5b00676	Hydroxylation of Longiborneol by a Clm2-Encoded CYP450 Monooxygenase to Produce Culmorin in Fusarium graminearum.	Bahadoor A.; Schneiderman D.; Gemmill L.; Bosnich W.; Blackwell B.; Melanson J.E.; McRae G.; Harris L.J.	J. Nat. Prod.	79	81-88	2016	journal article	FUNCTION; DISRUPTION PHENOTYPE; PATHWAY	https://pubmed.ncbi.nlm.nih.gov/26673640/																																																																																																																																																																																																																																																																																																																																																					
A0A098DME4	17823352	10.1126/science.1143708	The Fusarium graminearum genome reveals a link between localized polymorphism and pathogen specialization.	Cuomo C.A.; Gueldener U.; Xu J.-R.; Trail F.; Turgeon B.G.; Di Pietro A.; Walton J.D.; Ma L.-J.; Baker S.E.; Rep M.; Adam G.; Antoniw J.; Baldwin T.; Calvo S.E.; Chang Y.-L.; DeCaprio D.; Gale L.R.; Gnerre S.; Goswami R.S.; Hammond-Kosack K.; Harris L.J.; Hilburn K.; Kennell J.C.; Kroken S.; Magnuson J.K.; Mannhaupt G.; Mauceli E.W.; Mewes H.-W.; Mitterbauer R.; Muehlbauer G.; Muensterkoetter M.; Nelson D.; O'Donnell K.; Ouellet T.; Qi W.; Quesneville H.; Roncero M.I.G.; Seong K.-Y.; Tetko I.V.; Urban M.; Waalwijk C.; Ward T.J.; Yao J.; Birren B.W.; Kistler H.C.	Science	317	1400-1402	2007	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/17823352/	20237561	10.1038/nature08850	Comparative genomics reveals mobile pathogenicity chromosomes in Fusarium.	Ma L.-J.; van der Does H.C.; Borkovich K.A.; Coleman J.J.; Daboussi M.-J.; Di Pietro A.; Dufresne M.; Freitag M.; Grabherr M.; Henrissat B.; Houterman P.M.; Kang S.; Shim W.-B.; Woloshuk C.; Xie X.; Xu J.-R.; Antoniw J.; Baker S.E.; Bluhm B.H.; Breakspear A.; Brown D.W.; Butchko R.A.E.; Chapman S.; Coulson R.; Coutinho P.M.; Danchin E.G.J.; Diener A.; Gale L.R.; Gardiner D.M.; Goff S.; Hammond-Kosack K.E.; Hilburn K.; Hua-Van A.; Jonkers W.; Kazan K.; Kodira C.D.; Koehrsen M.; Kumar L.; Lee Y.-H.; Li L.; Manners J.M.; Miranda-Saavedra D.; Mukherjee M.; Park G.; Park J.; Park S.-Y.; Proctor R.H.; Regev A.; Ruiz-Roldan M.C.; Sain D.; Sakthikumar S.; Sykes S.; Schwartz D.C.; Turgeon B.G.; Wapinski I.; Yoder O.; Young S.; Zeng Q.; Zhou S.; Galagan J.; Cuomo C.A.; Kistler H.C.; Rep M.	Nature	464	367-373	2010	journal article	GENOME REANNOTATION	https://pubmed.ncbi.nlm.nih.gov/20237561/	26198851	10.1186/s12864-015-1756-1	The completed genome sequence of the pathogenic ascomycete fungus Fusarium graminearum.	King R.; Urban M.; Hammond-Kosack M.C.U.; Hassani-Pak K.; Hammond-Kosack K.E.	BMC Genomics	16	544-544	2015	journal article	NUCLEOTIDE SEQUENCE [LARGE SCALE GENOMIC DNA]	https://pubmed.ncbi.nlm.nih.gov/26198851/	32286350	10.1038/s41467-020-15664-4	Synthetic biology based construction of biological activity-related library of fungal decalin-containing diterpenoid pyrones.	Tsukada K.; Shinki S.; Kaneko A.; Murakami K.; Irie K.; Murai M.; Miyoshi H.; Dan S.; Kawaji K.; Hayashi H.; Kodama E.N.; Hori A.; Salim E.; Kuraishi T.; Hirata N.; Kanda Y.; Asai T.	Nat. Commun.	11	1830-1830	2020	journal article	FUNCTION; PATHWAY; BIOTECHNOLOGY	https://pubmed.ncbi.nlm.nih.gov/32286350/																																																																																																																																																																																																																																																																																																																																																																
